type,country,date_added,release_year,rating,duration,listed_in,Cluster
0,15,"August 25, 2018",1998,11,104,320,4
0,603,"February 1, 2019",2017,9,107,274,1
0,603,"December 31, 2019",2001,7,124,230,4
0,603,"January 1, 2018",2017,11,87,513,2
1,58,"June 22, 2018",2018,11,2,385,0
0,632,"April 1, 2019",2016,6,94,121,1
1,621,"November 10, 2018",2015,11,1,507,0
0,603,"September 6, 2018",2015,8,86,24,1
1,83," May 28, 2016",2016,9,5,254,0
0,603,"January 1, 2019",2016,8,102,318,1
0,603,"December 1, 2018",2004,7,122,33,4
0,603,"July 29, 2018",2013,8,126,338,1
0,603,"May 2, 2019",2018,9,87,309,1
0,251,"December 31, 2019",1976,9,156,22,3
0,603,"July 1, 2017",2016,11,97,345,2
0,241,"August 1, 2018",1997,11,89,52,4
1,134,"June 1, 2019",2018,11,2,412,0
0,603,"July 24, 2020",2017,11,88,0,2
1,435,"May 19, 2017",2015,14,1,378,0
0,251,"March 1, 2018",2010,9,96,353,1
0,105,"August 19, 2017",2016,9,104,375,1
0,15,"February 1, 2017",2015,9,80,283,1
1,58," December 3, 2019",2016,12,3,446,0
1,603," November 1, 2016",1988,12,5,498,0
1,506,"August 1, 2017",2016,9,3,97,0
0,506,"March 31, 2017",2015,12,95,274,2
0,271,"December 1, 2017",2010,11,97,353,2
1,2,"January 13, 2017",2015,11,1,241,0
0,251,"August 1, 2018",2017,9,118,326,1
1,15,"July 12, 2019",2016,12,1,99,0
0,603,"January 1, 2020",2005,7,118,230,4
0,506,"August 1, 2016",2016,12,44,289,2
0,162,"November 1, 2017",2017,9,54,281,1
0,380,"July 1, 2017",2015,12,170,329,2
1,603,"August 1, 2017",2016,13,1,422,0
0,492,"March 10, 2017",2006,11,118,200,2
0,15,"August 1, 2016",2015,11,128,327,2
0,678,"July 15, 2016",2016,11,106,207,2
0,603,"September 1, 2016",2016,5,103,274,1
0,488,"July 30, 2018",2008,9,92,205,1
0,488,"July 30, 2018",2010,11,102,205,2
0,251,"May 1, 2018",2017,9,126,326,1
0,736,"October 15, 2019",2019,12,73,319,2
0,603,"October 1, 2019",2011,7,111,337,1
0,603,"April 3, 2018",2018,7,100,309,1
0,603,"November 3, 2018",2011,6,86,125,1
0,251,"September 1, 2018",2018,9,95,127,1
0,603,"November 8, 2018",2018,6,79,309,1
0,706,"December 15, 2019",2017,9,81,284,1
1,488,"June 30, 2018",2015,11,3,394,0
0,621,"August 1, 2019",2013,8,120,316,1
1,506,"October 2, 2019",2016,9,1,100,0
0,251,"April 12, 2019",2013,9,85,350,1
0,291,"January 15, 2017",2016,9,96,281,1
0,736,"January 29, 2018",2017,12,91,281,2
0,603,"August 15, 2018",2017,8,134,309,1
0,603,"March 1, 2016",2016,5,93,185,1
0,506,"August 13, 2017",2016,11,82,211,2
0,603,"November 20, 2019",2007,7,88,233,4
1,38,"March 16, 2017",2017,9,1,244,0
0,395,"October 1, 2019",1975,11,96,176,3
0,603,"January 24, 2019",2018,6,97,125,1
0,621,"May 8, 2020",2012,7,101,359,1
0,621,"January 6, 2018",2016,9,88,274,1
0,424,"July 20, 2017",2016,9,84,212,1
0,718,"February 1, 2018",2017,12,110,288,2
0,603,"June 1, 2017",2000,6,105,125,4
0,350,"November 1, 2019",2017,7,116,185,1
0,603,"November 1, 2019",1997,8,94,185,4
0,84,"January 1, 2016",2015,5,110,281,1
1,736,"September 15, 2018",2018,11,1,104,0
0,603,"April 1, 2018",1995,7,116,337,4
0,603,"August 1, 2016",2016,12,51,274,2
0,251,"January 1, 2018",2012,9,103,326,1
0,603,"June 1, 2020",2009,7,83,60,1
0,251,"January 1, 2018",1999,10,176,328,4
0,251,"October 22, 2017",2006,12,149,367,2
1,380,"December 15, 2016",2011,12,1,394,0
0,506,"June 23, 2018",2014,11,79,347,2
0,58,"January 1, 2020",2010,8,97,0,1
0,711,"October 22, 2019",2015,8,91,49,1
1,506,"February 1, 2019",2015,9,1,99,0
1,682," January 1, 2018",2011,14,2,422,0
0,603,"January 1, 2017",2016,11,85,213,2
0,603,"August 15, 2018",2018,11,85,213,2
0,603,"December 1, 2019",2005,8,117,321,4
1,736,"March 29, 2018",2018,9,2,378,0
0,2,"June 8, 2017",2016,11,84,353,2
0,259,"March 4, 2019",2010,11,106,319,2
0,506,"October 1, 2017",2016,6,107,289,1
0,603,"May 26, 2017",2017,9,98,274,1
0,603,"April 1, 2019",2018,9,54,274,1
1,342,"March 3, 2017",2016,9,1,399,0
0,105,"September 2, 2017",2016,9,139,200,1
0,113,"February 1, 2017",2015,5,88,281,1
0,506,"December 22, 2018",2018,8,93,0,1
0,603,"September 16, 2019",2016,8,91,36,1
0,603,"March 23, 2019",2011,7,89,185,1
0,736,"January 31, 2019",2017,9,106,135,1
0,488,"September 5, 2018",2014,9,116,220,1
0,532,"April 19, 2019",2016,8,100,318,1
0,603,"October 22, 2019",2015,7,96,199,1
0,603,"October 1, 2017",2013,6,119,313,1
1,603,"September 13, 2019",2019,11,2,487,0
0,71,"October 1, 2017",2016,11,108,284,2
0,108,"January 23, 2018",2014,8,104,55,1
0,251,"January 1, 2018",2010,9,124,220,1
1,603,"December 15, 2018",2014,12,1,452,0
0,643,"September 1, 2019",2008,6,87,121,4
0,603,"September 1, 2013",2013,5,75,470,1
0,656,"December 7, 2019",2009,6,108,133,4
0,162,"June 6, 2019",1974,16,103,329,3
1,483,"January 1, 2017",2012,9,1,393,0
0,603,"March 19, 2018",2017,8,103,36,1
0,593,"January 10, 2018",2017,7,89,353,1
0,492,"March 10, 2017",2014,9,103,329,1
0,418,"October 26, 2018",2019,11,89,60,2
0,251,"April 8, 2017",2017,11,119,329,2
0,589,"March 1, 2018",2017,8,106,513,1
0,704,"September 1, 2017",2015,11,90,274,2
0,603,"February 8, 2019",2018,6,118,125,1
0,251,"February 17, 2017",2014,5,95,319,1
1,506,"March 1, 2017",2015,12,1,102,0
0,603,"January 1, 2019",2008,7,123,13,4
0,603,"January 1, 2019",1989,7,127,8,4
0,603,"January 1, 2019",1981,6,116,8,3
0,603,"January 1, 2019",1984,6,119,8,3
0,603,"February 1, 2017",2016,11,99,344,2
0,603,"August 29, 2018",2013,6,90,274,1
0,506,"April 1, 2018",2016,12,90,281,2
0,228,"July 22, 2019",2009,8,153,0,4
0,227,"July 1, 2019",2008,6,106,13,4
0,251,"March 1, 2018",2005,9,141,39,4
1,506,"September 15, 2018",2017,11,1,100,0
1,603,"July 1, 2019",2015,9,1,234,0
1,296,"January 29, 2019",2017,9,1,292,0
1,506,"December 31, 2018",2018,11,1,446,0
0,342,"January 1, 2020",2013,7,122,200,1
1,58,"July 19, 2017",2007,11,2,262,0
0,603,"July 21, 2016",2016,9,87,185,1
0,58,"November 7, 2018",2015,8,102,330,1
0,319,"September 1, 2017",2004,12,88,5,2
0,319,"September 1, 2017",2003,9,99,5,4
0,319,"September 1, 2017",2002,9,99,5,4
0,603,"November 1, 2019",2009,7,134,343,4
0,58,"January 14, 2019",2018,12,91,274,2
0,429,"February 1, 2018",2017,11,88,319,2
0,251,"March 1, 2018",2006,14,127,319,2
0,251,"March 15, 2018",2010,9,137,200,1
0,603,"July 19, 2019",2018,9,77,289,1
0,603,"October 12, 2014",2014,6,71,149,1
1,95,"August 1, 2020",2011,14,2,422,0
0,251,"March 1, 2018",2015,9,130,329,1
1,506,"March 1, 2017",2014,12,1,294,0
1,435,"February 19, 2018",2015,11,1,380,0
0,251,"March 1, 2018",2013,11,140,328,2
0,603,"November 20, 2019",1995,6,101,125,4
0,736,"May 3, 2019",2012,9,101,219,1
0,444,"March 1, 2016",2015,11,91,220,2
0,150,"June 6, 2019",2017,9,84,219,1
0,603,"April 1, 2016",2014,5,88,289,1
0,736,"September 1, 2018",2018,14,68,121,2
0,251,"December 31, 2019",2006,9,163,329,4
0,165,"February 8, 2017",2013,6,93,148,1
0,58,"July 16, 2019",2018,11,86,289,2
1,678,"March 31, 2013",2016,11,1,244,0
0,603,"August 1, 2019",1997,8,154,344,4
0,746,"October 6, 2018",2015,9,92,200,1
0,251,"December 31, 2019",2009,9,132,326,1
0,736,"August 6, 2017",2014,13,22,442,2
0,251,"October 15, 2017",2013,9,132,319,1
0,251,"May 19, 2018",2012,9,94,319,1
0,380,"September 15, 2017",2016,9,132,200,1
1,319,"May 1, 2017",2008,10,1,402,0
0,603,"January 1, 2019",2001,8,105,186,4
0,394,"October 1, 2019",1973,11,97,329,3
1,603,"December 18, 2020",2019,10,2,446,0
0,603,"April 1, 2016",2015,7,109,274,1
1,603,"August 16, 2017",2008,9,2,156,0
0,603,"January 1, 2019",2014,8,134,335,1
0,294,"April 1, 2019",2018,9,53,277,1
0,603,"May 1, 2018",2016,11,84,285,2
1,251,"June 1, 2017",2009,9,1,412,0
0,603,"November 1, 2019",1973,8,102,288,3
1,407,"April 1, 2019",2017,14,1,422,0
0,603,"June 5, 2019",2011,6,79,274,1
0,736,"December 31, 2019",1960,9,181,39,3
0,506,"April 1, 2017",2017,9,90,283,1
0,251,"August 15, 2016",2005,9,79,281,4
0,603,"May 2, 2019",2012,7,133,60,1
0,251,"December 31, 2019",2013,11,125,375,2
0,736,"February 1, 2018",2017,11,80,288,2
0,603,"April 16, 2019",2018,11,101,323,2
1,506,"August 25, 2016",2015,9,1,119,0
0,251,"January 1, 2018",2017,11,135,52,2
1,96,"March 20, 2017",2015,11,1,400,0
1,342,"January 27, 2017",2016,9,1,400,0
0,251,"December 31, 2019",1997,9,133,220,4
0,603,"August 8, 2019",2011,6,91,125,1
0,736,"September 15, 2018",2017,9,52,274,1
0,603,"January 1, 2021",2009,7,123,197,4
1,603," November 3, 2015",2014,13,2,422,0
0,603,"November 1, 2020",2011,7,113,230,1
0,603,"March 1, 2019",2005,8,107,199,4
0,606,"August 1, 2019",2015,7,128,60,1
0,229,"September 1, 2019",2005,7,94,230,4
0,239,"August 31, 2018",1992,9,95,25,4
0,603,"January 1, 2018",2011,3,106,288,4
1,319,"December 1, 2016",2012,11,1,77,0
0,547,"November 21, 2019",2002,7,138,36,4
1,492,"December 26, 2016",2013,9,1,242,0
0,251,"June 25, 2017",2017,9,139,326,1
0,251,"March 1, 2018",2015,12,132,329,2
0,251,"December 31, 2019",1981,9,173,39,3
0,251,"August 1, 2018",2017,12,105,326,2
0,251,"December 15, 2017",2016,11,148,39,2
0,251,"November 1, 2017",2016,9,120,329,1
0,646,"October 1, 2017",2014,6,85,138,1
0,251,"October 22, 2017",2010,9,113,328,1
0,506,"May 8, 2018",2016,11,99,513,2
0,251,"March 1, 2018",2017,9,41,319,1
0,251,"March 1, 2018",2017,9,110,353,1
0,251,"October 22, 2017",2008,9,137,367,4
0,603,"January 1, 2020",2001,7,118,230,4
0,251,"December 31, 2019",1982,12,140,199,3
0,603,"July 19, 2018",2006,5,85,470,4
0,251,"July 1, 2018",2017,9,116,326,1
0,251,"January 1, 2018",2005,9,133,200,4
1,603,"February 22, 2017",1990,9,1,291,0
1,603,"February 22, 2017",2014,12,1,291,0
1,603,"March 14, 2017",1996,12,1,291,0
0,603,"October 1, 2018",2011,8,89,470,1
0,603,"July 13, 2018",2013,8,75,470,1
0,603,"October 1, 2018",2010,11,67,470,2
0,603,"January 1, 2019",2017,11,90,285,2
1,380,"August 1, 2019",2017,9,1,240,0
0,251,"March 1, 2018",1993,9,170,39,4
1,251,"May 1, 2018",2018,9,1,243,0
1,251,"April 1, 2017",2013,9,1,412,0
0,251,"August 2, 2018",2006,9,124,200,4
1,251,"March 15, 2018",2011,9,1,244,0
0,251,"December 31, 2019",1980,12,120,164,3
0,251,"March 1, 2018",2003,9,157,219,4
0,251,"May 1, 2019",2018,9,124,319,1
0,603,"April 26, 2018",2017,8,110,0,1
0,603,"December 8, 2016",2016,11,90,0,2
0,603,"November 4, 2019",1995,8,97,215,4
0,388,"March 4, 2019",2015,9,108,331,1
0,357,"September 8, 2017",2015,8,95,39,1
1,736,Unknown,2010,13,2,422,0
0,686,"January 1, 2020",2003,8,111,0,4
0,603,"January 1, 2020",2004,8,137,0,4
0,506,"February 23, 2017",2016,11,100,51,2
0,162,"May 1, 2019",2015,9,53,281,1
0,603,"February 17, 2017",2016,11,87,0,2
0,603,"August 21, 2020",2011,8,106,38,1
0,603,"April 1, 2020",1988,7,86,188,4
0,603,"January 1, 2021",2010,7,100,27,1
0,247,"March 15, 2018",2016,11,103,39,2
0,506,"March 1, 2019",2014,8,109,325,1
0,603,"July 1, 2016",2015,5,81,318,1
0,621,"November 1, 2019",2005,7,98,20,4
1,736,"October 1, 2018",2018,12,1,102,0
0,603,"January 1, 2020",1996,7,114,194,4
0,166,"October 29, 2018",2017,8,87,309,1
0,251,"November 1, 2017",2015,12,132,217,2
0,603,"January 1, 2020",1997,8,116,513,4
1,736,"May 26, 2019",2016,9,1,394,0
1,506,"October 2, 2019",2017,9,1,104,0
0,338,"August 21, 2017",2013,9,92,209,1
1,319," December 1, 2019",2015,11,2,80,0
0,631,"November 1, 2020",2015,8,99,359,1
0,603,"March 31, 2017",1945,9,63,173,3
0,719,"October 1, 2019",2009,7,121,467,4
0,506,"March 1, 2017",2016,10,56,274,2
1,736,"February 16, 2018",2014,12,1,292,0
0,572,"April 26, 2019",2012,7,96,39,1
0,251,"December 31, 2019",1972,9,115,369,3
0,373,"January 5, 2017",2014,11,117,223,2
0,736,"September 8, 2017",2009,14,58,121,2
0,736,"September 8, 2017",2013,14,62,121,2
0,736,"September 8, 2017",2016,13,65,121,2
0,736,"September 8, 2017",2012,14,61,121,2
0,251,"November 17, 2017",2017,14,65,121,2
0,736,"September 8, 2017",2017,14,65,121,2
0,736,"September 8, 2017",2010,14,58,121,2
0,736,"September 8, 2017",2013,14,60,121,2
0,603,"November 7, 2018",2015,8,81,318,1
1,736,"July 8, 2019",2019,14,1,422,0
0,603,"October 31, 2015",2013,5,85,345,1
0,603,"January 1, 2019",2017,8,93,197,1
0,251,"December 31, 2019",2017,11,126,319,2
0,243,"April 1, 2020",2004,8,99,21,4
0,350,"August 1, 2018",2010,14,79,125,2
0,603,"December 1, 2012",2010,12,26,125,2
0,110,"October 6, 2017",2017,12,107,25,2
0,736,"August 1, 2018",2017,9,133,329,1
0,506,"January 8, 2019",1998,8,95,288,4
1,492,"December 26, 2016",2014,9,1,394,0
0,492,"March 10, 2017",2012,11,100,200,2
0,251,"April 1, 2018",2000,12,149,329,2
0,603,"March 12, 2018",2017,11,52,443,2
0,251,"March 1, 2018",2004,12,165,369,2
0,2,"February 1, 2017",2016,11,104,217,2
0,603,"March 1, 2018",2017,8,114,274,1
0,603,"January 1, 2020",1987,7,109,178,3
0,302,"February 15, 2017",2016,11,88,217,2
1,603,Unknown,2012,9,3,399,0
1,736,"October 16, 2017",2016,9,1,412,0
1,342,"April 2, 2018",2017,11,1,241,0
1,342,"January 15, 2019",2010,12,1,151,0
1,123,"January 15, 2019",2016,9,1,241,0
0,251,"March 1, 2018",2016,9,143,332,1
0,488,"September 7, 2018",2011,11,112,350,2
0,239,"August 5, 2017",2016,8,101,0,1
0,603,"July 1, 2019",2006,7,110,467,4
0,603,"January 18, 2019",2018,4,83,211,1
1,121,"April 1, 2018",2015,9,1,400,0
0,251,"March 15, 2018",2010,11,145,326,2
1,506,"August 1, 2017",2011,9,3,109,0
0,690,"September 15, 2017",2017,9,87,0,1
1,435,"May 22, 2017",2015,9,1,238,0
0,603,"March 11, 2020",2019,11,86,320,2
0,582,"August 1, 2019",2015,8,115,0,1
0,643,"January 1, 2019",2010,8,93,322,1
0,162,"May 1, 2018",2017,9,121,284,1
0,162,"May 1, 2019",2014,12,54,281,2
0,678,"November 15, 2019",2010,6,100,230,1
0,603,"April 15, 2020",2003,13,37,121,2
0,603,"April 15, 2020",2011,13,33,442,2
0,603,"April 15, 2020",2011,13,35,442,2
0,736,"April 15, 2020",2011,13,32,121,2
1,506,"May 15, 2020",2018,13,1,110,0
0,251,"August 1, 2018",2017,11,147,209,2
0,621,"December 26, 2018",2014,7,110,43,1
0,606,"January 1, 2020",2010,6,97,121,1
0,105,"March 30, 2018",2017,11,108,55,2
0,239,"August 16, 2018",1982,9,101,32,3
1,603,"January 18, 2019",2017,12,1,291,0
0,603,"November 1, 2019",2010,8,100,47,1
1,736," February 1, 2019",2017,10,3,422,0
1,134,"February 1, 2019",2018,13,1,422,0
0,736,"June 15, 2018",2018,10,48,281,2
0,136,"February 1, 2019",2016,15,44,7,2
1,736,"August 20, 2018",2017,13,1,422,0
0,682,"December 20, 2015",2013,15,78,125,2
0,162,"March 15, 2017",2016,11,103,284,2
0,603,"March 31, 2017",1946,12,58,173,3
1,492,"April 15, 2017",2014,11,3,393,0
0,603,"February 7, 2019",2018,9,90,224,1
1,58,"October 2, 2019",2014,12,1,446,0
0,603,"July 21, 2018",2014,8,89,208,1
0,603,"June 1, 2019",2018,12,83,285,2
1,603,"April 22, 2015",2009,10,1,102,0
1,506,"June 20, 2016",2014,9,1,102,0
0,58,"May 28, 2019",2018,11,84,349,2
0,239,"August 16, 2018",1997,9,104,52,4
0,603,"May 6, 2019",2018,12,99,310,2
0,342,"November 1, 2019",1992,8,105,176,4
0,603,"February 6, 2016",2015,8,94,344,1
1,506," October 1, 2019",2012,11,2,117,0
0,671,"February 21, 2018",2012,7,150,309,1
0,150,"May 9, 2019",2013,9,111,52,1
0,736,"November 1, 2019",1990,9,116,288,4
0,239,"August 1, 2018",1983,9,92,54,3
1,15,"February 1, 2018",2015,11,1,433,0
0,15,"March 15, 2018",2016,14,23,125,2
0,15,"March 15, 2018",2016,14,25,125,2
0,665,"January 12, 2017",2016,6,85,318,1
0,603,"December 1, 2020",2000,7,90,185,4
0,736,"December 1, 2018",2018,15,68,125,2
0,736,"July 11, 2019",2019,14,67,125,2
0,736,"April 22, 2019",2019,14,66,125,2
0,603,"January 14, 2017",2016,5,91,199,1
1,603,"April 23, 2017",2017,10,4,433,0
0,603,"July 25, 2016",2014,9,87,513,1
0,603,"December 23, 2016",2016,7,98,274,1
1,444,"February 1, 2019",2017,9,1,235,0
1,342,"December 31, 2017",2013,9,1,240,0
0,506,"January 1, 2019",1998,8,108,24,4
0,589,"July 15, 2018",2013,8,85,318,1
0,206,"May 7, 2020",2012,7,95,55,1
0,342,"July 30, 2017",2017,11,103,319,2
0,603,"November 1, 2019",1976,6,118,16,3
1,440," May 1, 2018",2016,13,2,422,0
0,589,"November 1, 2019",1962,8,153,179,3
1,506,"March 31, 2017",2015,11,1,97,0
0,58,"November 12, 2017",2017,9,96,283,1
0,239,"August 16, 2018",1990,9,88,25,4
0,212,"April 9, 2016",2015,5,116,217,1
0,251,"September 1, 2017",2015,9,155,331,1
1,736,"June 29, 2018",2015,11,1,399,0
0,736,"December 15, 2017",2017,9,88,281,1
1,121,"August 1, 2018",2012,9,1,235,0
0,609,"May 1, 2017",2017,9,92,289,1
1,58," April 17, 2016",2015,9,5,499,0
1,483,"August 1, 2016",2015,11,1,393,0
0,603,"February 17, 2020",2019,11,98,230,2
0,239,"August 1, 2018",2010,11,103,200,2
0,251,"May 1, 2018",2017,9,163,220,1
0,239,"August 16, 2018",1994,9,93,25,4
1,435,"May 1, 2018",2012,12,1,379,0
1,736,"June 18, 2018",2016,11,1,410,0
0,603,"July 15, 2019",2018,11,77,344,2
0,150,"April 25, 2019",2011,9,97,220,1
0,272,"January 5, 2019",2015,9,115,220,1
1,506,"July 26, 2019",2013,10,1,104,0
0,226,"November 20, 2019",2014,8,103,220,1
0,603,"May 7, 2017",2016,11,82,274,2
0,603,"July 1, 2018",2006,11,77,320,2
0,239,"August 16, 2018",1995,9,79,326,4
0,2,"July 15, 2018",2016,12,98,284,2
1,105,"September 1, 2016",2010,12,1,393,0
0,251,"November 15, 2017",2005,9,131,329,4
0,251,"April 5, 2019",2018,9,110,353,1
0,5,"July 15, 2016",2015,11,100,222,2
0,251,"July 1, 2018",2017,9,117,375,1
0,254,"January 1, 2018",2017,12,107,326,2
0,603,"April 20, 2016",2012,8,76,185,1
0,251,"October 15, 2017",2014,11,118,350,2
0,30,"August 1, 2020",1979,8,93,16,3
1,603," March 22, 2015",2014,9,7,498,0
0,603,"November 1, 2019",2008,7,99,185,4
0,603,"November 1, 2010",1987,5,84,270,4
0,239,"September 20, 2018",2016,11,102,326,2
0,251,"February 17, 2017",2016,9,134,319,1
0,603,"January 1, 2018",2017,11,78,274,2
0,96,"August 26, 2017",2016,11,95,375,2
1,302,"March 31, 2019",2017,14,1,433,0
1,319,"July 14, 2016",2016,9,1,80,0
0,165,"December 20, 2015",2013,13,73,121,2
0,162,"June 12, 2020",2018,9,110,34,1
0,370,"February 22, 2017",2016,12,75,136,2
0,251,"August 1, 2018",2013,9,119,39,1
1,251,"April 15, 2017",2015,9,1,408,0
1,251,"April 1, 2017",2014,9,1,408,0
1,251,"March 1, 2018",2010,9,1,409,0
0,239,"August 16, 2018",1981,12,92,217,3
1,493,"December 26, 2016",2013,9,1,394,0
0,251,"December 31, 2019",2005,9,137,219,4
0,251,"January 1, 2018",1989,12,192,328,3
0,251,"November 15, 2018",2017,12,132,326,2
0,603,"February 1, 2019",2018,11,91,345,2
0,635,"July 26, 2018",2013,8,105,36,1
0,531,"September 4, 2018",2015,8,88,220,1
1,736,"December 1, 2018",2018,12,1,388,0
0,251,"January 1, 2020",1983,11,155,319,3
0,251,"April 1, 2018",2017,9,103,329,1
0,603,"April 16, 2017",2014,7,97,318,1
0,603,"March 15, 2018",2016,9,92,318,1
0,603,"September 8, 2017",2014,9,98,215,1
0,506,"January 15, 2018",2017,11,89,281,2
0,506,"January 1, 2020",1999,7,112,200,4
0,251,"December 15, 2017",2017,11,75,319,2
0,251,"December 15, 2017",2017,9,89,319,1
0,506,"January 5, 2019",2017,11,99,359,2
0,86,"December 1, 2020",2016,8,107,0,1
1,603,"August 3, 2018",2018,9,1,291,0
0,736,"May 1, 2016",2016,9,29,442,1
1,603,Unknown,2016,11,4,487,0
0,251,"February 1, 2017",2016,11,94,319,2
1,603,"April 13, 2020",2019,9,1,447,0
1,603," November 1, 2019",2018,12,2,303,0
0,241,"August 16, 2018",1986,8,90,52,3
0,603,"December 1, 2019",2002,8,104,470,4
0,603,"January 1, 2018",2017,12,55,277,2
0,251,"March 15, 2018",2016,9,83,281,1
0,736,"March 15, 2015",2014,12,77,289,2
0,603,"February 16, 2014",2013,6,72,60,1
0,319,"July 17, 2018",2017,6,103,66,1
0,718,"July 9, 2019",2018,6,131,148,1
1,506,"July 26, 2019",2016,9,1,104,0
0,251,"December 31, 2019",1983,9,138,319,3
0,435,"February 1, 2018",2016,5,143,52,1
0,2,"August 1, 2018",2017,11,80,319,2
0,251,"February 15, 2018",2006,9,132,200,4
0,603,"January 15, 2017",2013,9,84,318,1
0,239,"August 26, 2018",2014,11,99,326,2
0,150,"July 20, 2019",2017,9,93,219,1
0,603,"May 1, 2017",2016,12,114,274,2
0,603,"September 2, 2018",2017,12,100,274,2
0,251,"January 1, 2018",1988,12,132,220,3
0,342,"February 14, 2017",2016,11,83,200,2
0,58,"July 1, 2019",2016,8,105,325,1
0,603,"July 1, 2019",1973,8,112,175,3
0,58,"March 9, 2018",2017,12,94,309,2
0,397,"October 1, 2019",1985,11,90,353,3
0,506,"October 25, 2017",2017,9,48,274,1
1,506,"July 12, 2019",2013,10,1,100,0
1,15,"July 12, 2019",2012,12,1,446,0
0,251,"August 1, 2018",2017,12,110,329,2
1,736,"June 21, 2019",2016,9,1,393,0
0,603,"July 1, 2018",2003,8,84,199,4
0,435,"February 19, 2018",2017,11,118,332,2
0,233,"June 19, 2019",2018,9,86,274,1
0,603,"October 19, 2019",1997,7,98,28,4
0,603,"October 1, 2019",2002,7,88,28,4
0,81,"August 27, 2017",2016,11,81,318,2
0,272,"February 13, 2019",2009,8,112,39,1
1,736,"May 1, 2018",2018,9,1,412,0
1,444,"December 1, 2016",2015,11,1,417,0
0,368,"September 21, 2019",2018,11,106,217,2
1,603,"February 1, 2017",2016,12,1,387,0
0,251,"January 1, 2018",2009,9,148,221,4
0,506,"August 1, 2019",2015,8,105,39,1
0,619,"March 3, 2019",2016,6,92,125,1
1,251,"April 1, 2019",2018,9,1,403,0
0,664,"September 7, 2020",2016,7,112,60,1
1,736,"January 1, 2016",1996,14,1,422,0
0,603,"February 16, 2017",2008,8,128,320,4
1,162," September 16, 2018",2014,10,2,422,0
0,251,"August 1, 2018",2017,9,128,326,1
1,603,"December 15, 2018",2013,12,1,446,0
0,86,"June 1, 2018",2004,6,136,144,4
0,621,"April 24, 2020",2012,6,106,125,1
0,251,"February 20, 2017",2016,11,129,328,2
1,342,"May 5, 2018",2015,9,1,241,0
0,319,"October 1, 2017",2015,7,90,65,1
0,378,"September 2, 2015",2014,7,130,326,1
0,603,"December 19, 2017",2017,9,85,456,1
0,603,"October 20, 2017",2011,5,90,274,1
1,483,"August 1, 2016",2015,11,1,393,0
0,603,"January 7, 2017",2015,11,94,288,2
0,603,"December 19, 2016",2016,5,86,318,1
0,718,"August 13, 2017",2017,9,100,274,1
0,574,"July 29, 2019",2018,11,107,36,2
0,338,"August 7, 2017",2014,12,93,220,2
0,603,"July 26, 2018",2015,8,109,318,1
0,251,"May 1, 2017",2016,11,109,319,2
0,603,"June 30, 2018",2017,11,92,45,2
0,603,"July 26, 2018",2015,8,93,325,1
0,368,"September 1, 2019",2019,9,100,326,1
0,106,"April 1, 2020",2017,8,141,309,1
1,435,"July 1, 2017",2014,9,1,379,0
0,603,"January 1, 2019",2003,7,119,309,4
0,710,"October 15, 2017",2016,8,84,513,1
1,736,"July 12, 2019",2015,12,1,104,0
0,603,"November 1, 2019",1997,8,96,20,4
1,506,"March 31, 2017",2014,12,1,102,0
0,58,"March 19, 2016",2016,6,83,125,1
0,150,"June 15, 2019",2017,11,117,217,2
0,226,"April 4, 2018",2017,6,93,121,1
0,603,"March 1, 2018",2013,14,73,121,2
0,603,"September 29, 2015",2015,14,72,148,2
0,603,"January 1, 2018",2012,14,46,121,2
0,603,"January 30, 2018",2014,14,74,121,2
0,603,"January 1, 2018",2013,14,46,121,2
0,603,"January 1, 2018",2011,14,46,121,2
0,603,"January 1, 2018",2014,14,74,121,2
0,603,"March 1, 2018",2012,14,71,121,2
0,603,"October 1, 2017",2016,14,72,121,2
0,603,"March 24, 2018",2015,14,76,121,2
0,603,"October 1, 2017",2010,14,23,121,2
0,603,"July 7, 2015",2013,10,60,121,2
0,603,"January 1, 2018",2013,14,46,121,2
1,58,"May 15, 2020",2012,13,2,422,0
0,656,"January 1, 2020",2005,7,101,230,4
1,506,"July 26, 2019",2013,10,1,100,0
1,506,"July 26, 2019",2011,10,1,100,0
0,589,"January 1, 2020",2009,8,97,323,1
0,603,"May 21, 2019",2016,8,111,320,1
0,165,"September 8, 2017",2015,8,96,25,1
0,383,"November 1, 2017",2015,9,135,319,1
0,228,"November 1, 2018",2016,8,91,319,1
0,603,"February 1, 2018",2013,11,84,274,2
0,251,"February 15, 2018",2011,9,121,326,1
0,251,"July 6, 2017",2016,15,109,125,2
0,15,"October 1, 2018",2017,6,74,34,1
0,603,"April 9, 2019",2013,8,94,185,1
0,603,"December 22, 2018",2016,7,105,309,1
0,603,"August 1, 2020",2002,7,97,230,4
0,300,"June 15, 2017",2015,9,102,281,1
0,239,"August 16, 2018",1984,9,86,200,3
0,603,"September 1, 2019",2007,7,88,185,4
1,58," April 16, 2019",2013,10,2,433,0
0,150,"June 6, 2019",2012,9,90,217,1
0,603,"January 1, 2021",2012,7,131,318,1
0,251,"December 31, 2019",2004,12,158,220,2
0,162,"January 26, 2018",2014,6,85,121,1
0,603,"September 1, 2020",2014,6,110,125,1
0,603,"September 1, 2018",2007,5,79,188,4
1,603,"April 17, 2018",2017,11,3,234,0
1,444," June 1, 2017",2017,12,2,433,0
